station,glatos_array,consecutive_deploy_no,deploy_lat,deploy_long,deploy_date_time,recover_date_time,ins_model_no,glatos_ins_frequency,receiver_sn,code_map,code_map_comment,glatos_seasonal,glatos_project
BHE-045,BHE,1,42.983,-79.016,2016-04-13 15:58:00,2016-09-11 13:11:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-038,BHE,1,42.939,-78.911,2016-04-13 18:48:00,2016-06-23 13:40:00,VR2W,69,127871,MAP-113,,Yes,BHLAS
BHE-029,BHE,4,42.878,-78.938,2016-04-19 16:50:00,2016-10-19 12:30:00,VR2W,69,127873,MAP-113,,Yes,BHLAS
BHE-034,BHE,4,42.889,-78.918,2016-07-11 18:11:00,2016-11-18 05:00:00,VR2W,69,127881,MAP-113,,Yes,BHLAS
BHE-016,BHE,3,42.854,-78.908,2016-07-11 18:37:00,2016-10-19 13:26:00,VR2W,69,126682,MAP-113,,Yes,BHLAS
BHE-041,BHE,2,42.958,-78.964,2016-07-13 14:46:00,2016-09-27 12:53:00,VR2W,69,127880,MAP-113,,Yes,BHLAS
BHE-044,BHE,2,42.981,-79.018,2016-07-13 15:07:00,2016-09-27 13:34:00,VR2W,69,126685,MAP-113,,Yes,BHLAS
BHE-049,BHE,2,43.027,-79.021,2016-07-13 15:41:00,2016-09-27 13:58:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-061,BHE,2,43.071,-79.006,2016-07-13 17:03:00,2016-09-27 16:21:00,VR2W,69,124316,MAP-113,,Yes,BHLAS
BHE-052,BHE,2,43.046,-78.901,2016-07-13 17:47:00,2016-09-27 17:46:00,VR2W,69,127870,MAP-113,,Yes,BHLAS
BHE-055,BHE,2,43.058,-79.024,2016-07-14 13:03:00,2016-09-28 15:30:00,VR2W,69,128877,MAP-113,,Yes,BHLAS
BHE-062,BHE,2,43.073,-79.006,2016-07-14 13:23:00,2016-09-27 16:42:00,VR2W,69,128876,MAP-113,,Yes,BHLAS
BHE-057,BHE,2,43.065,-78.955,2016-07-14 13:44:00,2016-09-27 17:26:00,VR2W,69,126676,MAP-113,,Yes,BHLAS
BHE-014,BHE,4,42.855,-78.933,2016-07-29 14:40:00,2016-10-19 11:50:00,VR2W,69,128101,MAP-113,,Yes,BHLAS
BHE-001,BHE,3,42.839,-78.933,2016-07-29 14:50:00,2016-10-11 17:27:00,VR2W,69,126691,MAP-113,,Yes,BHLAS
BHE-005,BHE,4,42.838,-78.884,2016-07-29 16:02:00,2016-10-11 19:02:00,VR2W,69,127875,MAP-113,,Yes,BHLAS
BHE-005,BHE,5,42.838,-78.884,2017-03-28 13:58:00,2017-07-12 15:32:00,VR2W,69,127880,MAP-113,,Yes,BHLAS
BHE-003,BHE,3,42.839,-78.909,2017-03-28 14:10:00,2017-10-26 19:10:00,VR2W,69,126689,MAP-113,,Yes,BHLAS
BHE-009,BHE,4,42.847,-78.915,2017-03-28 14:24:00,2017-10-26 14:22:00,VR2W,69,124316,MAP-113,,Yes,BHLAS
BHE-011,BHE,3,42.846,-78.89,2017-03-28 14:45:00,2017-07-12 16:23:00,VR2W,69,128101,MAP-113,,Yes,BHLAS
BHE-012,BHE,4,42.846,-78.878,2017-03-28 14:52:00,2017-07-12 17:05:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-018,BHE,4,42.854,-78.884,2017-03-28 15:01:00,2017-10-26 15:27:00,VR2W,69,126681,MAP-113,,Yes,BHLAS
BHE-016,BHE,4,42.854,-78.908,2017-03-28 15:09:00,2017-10-26 15:55:00,VR2W,69,128100,MAP-113,,Yes,BHLAS
BHE-001,BHE,4,42.839,-78.933,2017-03-28 15:22:00,2017-10-26 13:20:00,VR2W,69,126676,MAP-113,,Yes,BHLAS
BHE-004,BHE,4,42.838,-78.896,2017-03-28 17:56:00,2017-07-13 14:51:00,VR2W,69,124313,MAP-113,,Yes,BHLAS
BHE-006,BHE,4,42.838,-78.872,2017-03-28 18:05:00,2017-07-12 13:23:00,VR2W,69,127871,MAP-113,,Yes,BHLAS
BHE-010,BHE,4,42.846,-78.902,2017-03-28 18:24:00,2017-10-26 14:35:00,VR2W,69,126685,MAP-113,,Yes,BHLAS
BHE-008,BHE,4,42.847,-78.927,2017-03-28 18:39:00,2017-10-26 14:10:00,VR2W,69,128877,MAP-113,,Yes,BHLAS
BHE-032,BHE,4,42.877,-78.901,2017-03-29 14:08:00,2017-10-16 19:11:00,VR2T,69,480669,,,Yes,BHLAS
BHE-031,BHE,4,42.878,-78.913,2017-03-29 14:27:00,2017-05-04 19:55:00,VR2W,69,128099,MAP-113,,Yes,BHLAS
BHE-030,BHE,4,42.878,-78.926,2017-03-29 14:41:00,2017-05-04 19:30:00,VR2W,69,129706,MAP-113,,Yes,BHLAS
BHE-029,BHE,5,42.878,-78.938,2017-03-29 14:50:00,2017-10-20 14:34:00,VR2T,69,480672,MAP-113,,Yes,BHLAS
BHE-034,BHE,5,42.889,-78.918,2017-03-29 15:04:00,2017-10-16 17:21:00,VR2T,69,480666,,,Yes,BHLAS
BHE-033,BHE,4,42.888,-78.911,2017-03-29 15:12:00,2017-10-16 17:07:00,VR2T,69,480671,,,Yes,BHLAS
BHE-035,BHE,4,42.888,-78.903,2017-03-29 15:16:00,2017-10-16 16:47:00,VR2T,69,480670,,,Yes,BHLAS
BHE-026,BHE,4,42.87,-78.92,2017-03-29 17:12:00,2017-04-27 17:37:00,VR2W,69,126677,MAP-113,,Yes,BHLAS
BHE-025,BHE,4,42.87,-78.932,2017-03-29 17:25:00,2017-04-26 19:29:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-024,BHE,4,42.87,-78.944,2017-03-29 17:35:00,2017-04-26 19:03:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-019,BHE,4,42.863,-78.939,2017-03-29 17:45:00,2017-04-26 18:34:00,VR2W,69,128098,MAP-113,,Yes,BHLAS
BHE-020,BHE,5,42.862,-78.926,2017-03-29 17:58:00,2017-04-26 17:30:00,VR2W,69,127865,MAP-113,,Yes,BHLAS
BHE-014,BHE,5,42.855,-78.933,2017-03-29 18:10:00,2017-11-07 14:34:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-013,BHE,4,42.855,-78.945,2017-03-29 18:18:00,2017-11-07 14:26:00,VR2W,69,126678,MAP-113,,Yes,BHLAS
BHE-007,BHE,3,42.847,-78.939,2017-03-29 18:26:00,2017-10-26 13:29:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-028,BHE,4,42.87,-78.895,2017-03-30 13:12:00,2017-04-27 18:21:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-027,BHE,4,42.87,-78.908,2017-03-30 13:19:00,2017-04-27 17:59:00,VR2W,69,128102,MAP-113,,Yes,BHLAS
BHE-021,BHE,3,42.862,-78.914,2017-03-30 13:26:00,2017-04-27 15:52:00,VR2W,69,128878,MAP-113,,Yes,BHLAS
BHE-022,BHE,4,42.862,-78.902,2017-03-30 13:35:00,2017-04-27 16:16:00,VR2W,69,126690,MAP-113,,Yes,BHLAS
BHE-023,BHE,3,42.862,-78.89,2017-03-30 13:49:00,2017-04-27 17:11:00,VR2W,69,127878,MAP-113,,Yes,BHLAS
BHE-017,BHE,4,42.854,-78.896,2017-03-30 14:47:00,2017-10-26 15:41:00,VR2W,69,128876,MAP-113,,Yes,BHLAS
BHE-015,BHE,3,42.854,-78.92,2017-03-30 14:55:00,2017-11-07 14:47:00,VR2W,69,129705,MAP-113,,Yes,BHLAS
BHE-098,BHE,1,42.958,-78.964,2017-03-30 17:18:00,2017-10-24 15:26:00,VR2W,69,126687,MAP-113,,Yes,BHLAS
BHE-097,BHE,1,42.957,-78.966,2017-03-30 17:39:00,2017-10-24 15:18:00,VR2W,69,124298,MAP-113,,Yes,BHLAS
BHE-096,BHE,1,42.956,-78.967,2017-03-30 17:52:00,2017-10-24 15:40:00,VR2W,69,127867,MAP-113,,Yes,BHLAS
BHE-095,BHE,1,42.954,-78.969,2017-03-30 17:58:00,2017-10-24 15:09:00,VR2W,69,127874,MAP-113,,Yes,BHLAS
BHE-042,BHE,2,42.976,-78.944,2017-03-30 18:24:00,2017-10-24 16:27:00,VR2W,69,129707,MAP-113,,Yes,BHLAS
BHE-099,BHE,1,42.977,-78.942,2017-03-30 18:31:00,2017-10-24 16:16:00,VR2W,69,126682,MAP-113,,Yes,BHLAS
BHE-089,BHE,1,42.883,-78.901,2017-03-31 13:05:00,2017-10-16 18:45:00,VR2T,69,480433,MAP-113,,Yes,BHLAS
BHE-088,BHE,1,42.883,-78.913,2017-03-31 13:13:00,2017-11-07 16:30:00,VR2T,69,480667,MAP-113,,Yes,BHLAS
BHE-091,BHE,1,42.885,-78.907,2017-03-31 13:21:00,2017-10-16 18:27:00,VR2T,69,480668,,,Yes,BHLAS
BHE-093,BHE,1,42.891,-78.907,2017-03-31 13:32:00,2017-10-24 14:33:00,VR2T,69,480434,MAP-113,,Yes,BHLAS
BHE-072,BHE,1,42.864,-78.896,2017-04-25 19:09:00,2017-10-26 17:54:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-076,BHE,1,42.867,-78.902,2017-04-25 19:23:00,2017-10-23 18:55:00,VR2W,69,127868,MAP-113,,Yes,BHLAS
BHE-071,BHE,1,42.865,-78.908,2017-04-25 19:37:00,2017-10-26 18:04:00,VR2W,69,127872,MAP-113,,Yes,BHLAS
BHE-070,BHE,1,42.865,-78.92,2017-04-25 20:00:00,2017-10-26 18:24:00,VR2W,69,129704,MAP-113,,Yes,BHLAS
BHE-075,BHE,1,42.867,-78.914,2017-04-25 20:16:00,2017-10-26 16:08:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-074,BHE,1,42.868,-78.926,2017-04-26 15:35:00,2017-11-07 15:28:00,VR2W,69,124291,MAP-113,,Yes,BHLAS
BHE-069,BHE,1,42.865,-78.932,2017-04-26 15:45:00,2017-10-26 18:33:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-073,BHE,1,42.868,-78.938,2017-04-26 16:02:00,2017-10-23 18:14:00,VR2W,69,127873,MAP-113,,Yes,BHLAS
BHE-077,BHE,1,42.873,-78.938,2017-04-26 16:12:00,2017-10-20 14:42:00,VR2W,69,124295,MAP-113,,Yes,BHLAS
BHE-081,BHE,1,42.875,-78.932,2017-04-26 16:22:00,2017-10-20 14:04:00,VR2W,69,127866,MAP-113,,Yes,BHLAS
BHE-078,BHE,1,42.873,-78.926,2017-04-26 16:45:00,2017-10-20 14:56:00,VR2W,69,127870,MAP-113,,Yes,BHLAS
BHE-082,BHE,1,42.875,-78.92,2017-04-26 16:59:00,2017-10-20 13:53:00,VR2W,69,126691,MAP-113,,Yes,BHLAS
BHE-020,BHE,6,42.862,-78.926,2017-04-26 18:26:00,2017-10-26 19:06:00,VR2W,69,127865,MAP-113,,Yes,BHLAS
BHE-019,BHE,5,42.863,-78.938,2017-04-26 18:55:00,2017-10-26 18:58:00,VR2W,69,128098,MAP-113,,Yes,BHLAS
BHE-024,BHE,5,42.87,-78.944,2017-04-26 19:17:00,2017-10-23 17:54:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-025,BHE,5,42.87,-78.932,2017-04-26 19:52:00,2017-10-23 17:34:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-086,BHE,1,42.88,-78.907,2017-04-27 13:13:00,2017-10-16 19:00:00,VR2W,69,127876,MAP-113,error 1 initialization occurred between deploy and recover,Yes,BHLAS
BHE-079,BHE,1,42.873,-78.914,2017-04-27 14:50:00,2017-10-20 15:06:00,VR2W,69,124297,MAP-113,,Yes,BHLAS
BHE-083,BHE,1,42.875,-78.908,2017-04-27 15:04:00,2017-10-20 13:42:00,VR2W,69,127879,MAP-113,,Yes,BHLAS
BHE-080,BHE,1,42.872,-78.901,2017-04-27 15:38:00,2017-10-17 13:17:00,VR2W,69,124303,MAP-113,,Yes,BHLAS
BHE-021,BHE,4,42.862,-78.914,2017-04-27 16:08:00,2017-10-26 19:16:00,VR2W,69,128878,MAP-113,,Yes,BHLAS
BHE-022,BHE,5,42.862,-78.902,2017-04-27 16:31:00,2017-10-26 19:29:00,VR2W,69,126690,MAP-113,,Yes,BHLAS
BHE-023,BHE,4,42.862,-78.89,2017-04-27 17:25:00,2017-10-26 19:45:00,VR2W,69,127878,MAP-113,,Yes,BHLAS
BHE-026,BHE,5,42.87,-78.92,2017-04-27 17:51:00,2017-10-23 17:25:00,VR2W,69,126677,MAP-113,,Yes,BHLAS
BHE-027,BHE,5,42.87,-78.908,2017-04-27 18:14:00,2017-10-23 17:15:00,VR2W,69,128102,MAP-113,,Yes,BHLAS
BHE-028,BHE,5,42.87,-78.895,2017-04-27 18:39:00,2017-10-26 16:37:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-087,BHE,1,42.883,-78.926,2017-05-04 17:56:00,2017-10-16 17:50:00,VR2T,69,481166,MAP-113,,Yes,BHLAS
BHE-090,BHE,1,42.886,-78.919,2017-05-04 18:03:00,2017-10-16 17:42:00,VR2T,69,481164,MAP-113,,Yes,BHLAS
BHE-094,BHE,1,42.893,-78.913,2017-05-04 18:43:00,2017-10-24 14:15:00,VR2T,69,481165,,,Yes,BHLAS
BHE-092,BHE,1,42.891,-78.919,2017-05-04 18:56:00,2017-10-24 13:55:00,VR2T,69,481162,,,Yes,BHLAS
BHE-085,BHE,1,42.88,-78.92,2017-05-04 19:09:00,2017-10-20 12:44:00,VR2T,69,481163,MAP-113,,Yes,BHLAS
BHE-084,BHE,1,42.881,-78.932,2017-05-04 19:20:00,2017-10-20 12:11:00,VR2W,69,126683,MAP-113,,Yes,BHLAS
BHE-030,BHE,5,42.878,-78.926,2017-05-04 19:49:00,2017-10-20 12:29:00,VR2W,69,129706,MAP-113,,Yes,BHLAS
BHE-031,BHE,5,42.878,-78.913,2017-05-04 20:24:00,2017-11-07 15:51:00,VR2W,69,128099,MAP-113,,Yes,BHLAS
BHE-006,BHE,5,42.838,-78.872,2017-07-12 15:16:00,2017-10-26 21:04:00,VR2W,69,127871,MAP-113,,Yes,BHLAS
BHE-005,BHE,6,42.838,-78.884,2017-07-12 15:58:00,2017-11-07 15:09:00,VR2W,69,127880,MAP-113,,Yes,BHLAS
BHE-011,BHE,4,42.846,-78.89,2017-07-12 16:55:00,2017-10-26 14:42:00,VR2W,69,128101,MAP-113,,Yes,BHLAS
BHE-004,BHE,5,42.838,-78.896,2017-07-13 14:55:00,2017-11-07 14:59:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-002,BHE,5,42.839,-78.921,2017-07-14 14:11:00,2017-10-26 13:07:00,VR2W,69,127877,MAP-113,,Yes,BHLAS
BHE-025,BHE,6,42.87,-78.932,2017-11-07 17:58:00,2018-04-23 20:38:00,VR2W,69,128102,MAP-113,,Yes,BHLAS
BHE-021,BHE,5,42.862,-78.914,2017-11-07 18:05:00,2018-04-23 20:21:00,VR2W,69,127873,MAP-113,,Yes,BHLAS
BHE-002,BHE,6,42.839,-78.921,2017-11-07 19:45:00,2018-04-24 13:26:00,VR2W,69,127868,MAP-113,,Yes,BHLAS
BHE-028,BHE,6,42.87,-78.895,2018-04-23 17:47:00,2018-04-24 16:44:00,VR2W,69,128098,MAP-113,,Yes,BHLAS
BHE-001,BHE,5,42.839,-78.933,2018-04-23 18:57:00,2018-10-09 16:46:00,VR2W,69,126690,MAP-113,,Yes,BHLAS
BHE-004,BHE,6,42.838,-78.896,2018-04-23 19:07:00,2018-10-26 15:44:00,VR2W,69,124304,MAP-113,,Yes,BHLAS
BHE-012,BHE,6,42.846,-78.878,2018-04-23 19:16:00,2018-10-10 18:30:00,VR2W,69,126687,MAP-113,,Yes,BHLAS
BHE-009,BHE,5,42.847,-78.915,2018-04-23 19:31:00,2018-10-25 18:22:00,VR2W,69,126682,MAP-113,,Yes,BHLAS
BHE-014,BHE,6,42.855,-78.933,2018-04-23 19:42:00,2018-10-25 17:04:00,VR2W,69,128876,MAP-113,,Yes,BHLAS
BHE-017,BHE,5,42.854,-78.896,2018-04-23 19:52:00,2018-10-25 17:40:00,VR2W,69,126676,MAP-113,,Yes,BHLAS
BHE-016,BHE,5,42.854,-78.908,2018-04-23 20:03:00,2018-10-25 17:27:00,VR2W,69,124316,MAP-113,,Yes,BHLAS
BHE-015,BHE,4,42.854,-78.92,2018-04-23 20:12:00,2018-10-25 17:14:00,VR2W,69,127867,MAP-113,,Yes,BHLAS
BHE-034,BHE,6,42.889,-78.918,2018-04-23 21:11:00,2018-10-09 15:40:00,VR2T,69,481164,MAP-113,,Yes,BHLAS
BHE-033,BHE,5,42.889,-78.911,2018-04-23 21:18:00,2018-10-09 14:50:00,VR2T,69,480434,MAP-113,,Yes,BHLAS
BHE-035,BHE,5,42.888,-78.903,2018-04-23 21:24:00,2018-10-09 16:15:00,VR2T,69,481166,MAP-113,,Yes,BHLAS
BHE-007,BHE,4,42.847,-78.939,2018-04-24 13:02:00,2018-10-09 16:56:00,VR2T,69,480671,MAP-113,,Yes,BHLAS
BHE-008,BHE,5,42.847,-78.927,2018-04-24 13:08:00,2018-10-09 17:15:00,VR2W,69,126677,MAP-113,,Yes,BHLAS
BHE-002,BHE,7,42.839,-78.921,2018-04-24 13:33:00,2018-11-01 17:13:00,VR2W,69,128101,MAP-113,,Yes,BHLAS
BHE-003,BHE,4,42.839,-78.909,2018-04-24 13:42:00,2018-11-01 16:15:00,VR2W,69,127874,MAP-113,,Yes,BHLAS
BHE-010,BHE,5,42.846,-78.902,2018-04-24 13:51:00,2018-10-09 18:52:00,VR2W,69,124295,MAP-113,,Yes,BHLAS
BHE-011,BHE,5,42.846,-78.89,2018-04-24 13:58:00,2018-10-09 19:55:00,VR2T,69,481361,MAP-114,,Yes,BHLAS
BHE-005,BHE,7,42.838,-78.884,2018-04-24 14:04:00,2018-10-09 19:33:00,VR2W,69,124315,MAP-113,,Yes,BHLAS
BHE-006,BHE,6,42.838,-78.872,2018-04-24 14:13:00,2018-10-10 18:51:00,VR2W,69,124307,MAP-113,,Yes,BHLAS
BHE-018,BHE,5,42.854,-78.884,2018-04-24 14:21:00,2018-10-25 16:07:00,VR2W,69,126683,MAP-113,,Yes,BHLAS
BHE-023,BHE,5,42.862,-78.89,2018-04-24 15:25:00,2018-10-10 17:42:00,VR2W,69,128878,MAP-113,,Yes,BHLAS
BHE-072,BHE,2,42.864,-78.896,2018-04-24 15:33:00,2018-10-26 14:30:00,VR2W,69,124290,MAP-113,,Yes,BHLAS
BHE-022,BHE,6,42.862,-78.902,2018-04-24 15:38:00,2018-10-25 15:34:00,VR2W,69,129707,MAP-113,,Yes,BHLAS
BHE-071,BHE,2,42.865,-78.908,2018-04-24 15:43:00,2018-10-25 15:21:00,VR2W,69,126691,MAP-113,,Yes,BHLAS
BHE-021,BHE,6,42.862,-78.914,2018-04-24 15:51:00,2018-10-25 15:07:00,VR2W,69,124302,MAP-113,,Yes,BHLAS
BHE-070,BHE,2,42.865,-78.92,2018-04-24 15:57:00,2018-10-25 14:52:00,VR2W,69,129704,MAP-113,,Yes,BHLAS
BHE-020,BHE,7,42.862,-78.926,2018-04-24 16:04:00,2018-10-25 14:39:00,VR2W,69,127876,MAP-113,,Yes,BHLAS
BHE-069,BHE,2,42.865,-78.932,2018-04-24 16:15:00,2018-10-25 14:18:00,VR2W,69,127870,MAP-113,,Yes,BHLAS
BHE-019,BHE,6,42.863,-78.938,2018-04-24 16:23:00,2018-10-25 14:18:00,VR2W,69,129705,MAP-113,,Yes,BHLAS
BHE-013,BHE,5,42.855,-78.945,2018-04-24 16:28:00,2018-10-25 16:56:00,VR2W,69,127877,MAP-113,,Yes,BHLAS
BHE-028,BHE,7,42.87,-78.895,2018-04-24 16:49:00,2018-10-10 12:17:00,VR2W,69,128098,MAP-113,,Yes,BHLAS
BHE-076,BHE,2,42.867,-78.902,2018-04-24 18:16:00,2018-10-26 14:10:00,VR2W,69,127871,MAP-113,,Yes,BHLAS
BHE-027,BHE,6,42.87,-78.908,2018-04-24 18:21:00,2018-10-10 14:18:00,VR2W,69,124300,MAP-113,,Yes,BHLAS
BHE-075,BHE,2,42.867,-78.914,2018-04-24 18:28:00,2018-10-10 14:29:00,VR2W,69,127865,MAP-113,,Yes,BHLAS
BHE-026,BHE,6,42.87,-78.92,2018-04-24 18:34:00,2018-10-10 14:38:00,VR2W,69,127878,MAP-113,,Yes,BHLAS
BHE-074,BHE,2,42.868,-78.926,2018-04-24 18:39:00,2018-10-10 15:00:00,VR2W,69,127879,MAP-113,,Yes,BHLAS
BHE-025,BHE,7,42.87,-78.932,2018-04-24 18:45:00,2018-10-10 15:10:00,VR2W,69,127872,MAP-113,,Yes,BHLAS
BHE-073,BHE,2,42.868,-78.938,2018-04-24 18:52:00,2018-10-10 15:24:00,VR2W,69,129706,MAP-113,,Yes,BHLAS
BHE-024,BHE,6,42.871,-78.944,2018-04-24 18:58:00,2018-10-10 15:40:00,VR2W,69,124317,MAP-113,,Yes,BHLAS
BHE-077,BHE,2,42.873,-78.938,2018-04-24 19:04:00,2018-10-10 15:15:00,VR2W,69,128877,MAP-113,,Yes,BHLAS
BHE-078,BHE,2,42.873,-78.926,2018-04-24 19:12:00,2018-10-10 14:48:00,VR2W,69,128100,MAP-113,,Yes,BHLAS
BHE-092,BHE,2,42.891,-78.919,2018-04-25 12:41:00,2018-10-09 15:50:00,VR2T,69,480666,MAP-113,,Yes,BHLAS
BHE-094,BHE,2,42.893,-78.913,2018-04-25 12:53:00,2018-10-09 16:00:00,VR2T,69,480668,MAP-113,,Yes,BHLAS
BHE-093,BHE,2,42.891,-78.907,2018-04-25 13:03:00,2018-10-09 15:20:00,VR2T,69,481163,MAP-113,,Yes,BHLAS
BHE-091,BHE,2,42.885,-78.907,2018-04-25 13:12:00,2018-10-10 20:42:00,VR2T,69,480670,MAP-113,,Yes,BHLAS
BHE-087,BHE,2,42.883,-78.926,2018-04-25 13:46:00,2018-10-25 13:46:00,VR2T,69,480667,MAP-113,,Yes,BHLAS
BHE-088,BHE,2,42.883,-78.913,2018-04-25 13:55:00,2018-10-10 21:15:00,VR2T,69,481363,MAP-114,,Yes,BHLAS
BHE-089,BHE,2,42.883,-78.901,2018-04-25 14:01:00,2018-10-10 20:00:00,VR2T,69,481165,MAP-113,,Yes,BHLAS
BHE-080,BHE,2,42.872,-78.901,2018-04-25 15:50:00,2018-10-10 14:07:00,VR2W,69,127866,MAP-113,,Yes,BHLAS
BHE-079,BHE,2,42.873,-78.914,2018-04-25 16:01:00,2018-10-10 14:23:00,VR2W,69,127880,MAP-113,,Yes,BHLAS
BHE-082,BHE,2,42.875,-78.92,2018-04-25 16:10:00,2018-10-10 14:39:00,VR2W,69,124306,MAP-113,,Yes,BHLAS
BHE-030,BHE,6,42.878,-78.926,2018-04-25 16:17:00,2018-10-10 16:35:00,VR2W,69,124318,MAP-113,,Yes,BHLAS
BHE-081,BHE,2,42.875,-78.932,2018-04-25 16:25:00,2018-10-10 15:00:00,VR2W,69,126681,MAP-113,,Yes,BHLAS
BHE-029,BHE,6,42.878,-78.938,2018-04-25 16:35:00,2018-11-01 14:15:00,VR2T,69,480672,MAP-113,,Yes,BHLAS
BHE-084,BHE,2,42.881,-78.932,2018-04-25 16:43:00,2018-10-10 16:18:00,VR2W,69,126678,MAP-113,,Yes,BHLAS
BHE-085,BHE,2,42.88,-78.92,2018-04-25 16:53:00,2018-10-10 16:50:00,VR2T,69,481362,MAP-114,,Yes,BHLAS
BHE-031,BHE,6,42.878,-78.914,2018-04-25 17:00:00,2018-10-10 17:10:00,VR2T,69,480669,MAP-113,,Yes,BHLAS
BHE-098,BHE,2,42.958,-78.964,2018-04-26 12:42:00,2018-10-09 16:55:00,VR2W,69,124297,MAP-113,,Yes,BHLAS
BHE-097,BHE,2,42.957,-78.965,2018-04-26 12:57:00,2018-10-09 17:05:00,VR2W,69,126688,MAP-113,,Yes,BHLAS
BHE-096,BHE,2,42.956,-78.967,2018-04-26 13:15:00,2018-10-09 17:18:00,VR2W,69,126685,MAP-113,,Yes,BHLAS
BHE-095,BHE,2,42.954,-78.969,2018-04-26 13:21:00,2018-10-09 17:47:00,VR2W,69,126689,MAP-113,,Yes,BHLAS
BHE-042,BHE,3,42.976,-78.944,2018-04-26 13:54:00,2018-10-09 18:40:00,VR2W,69,124303,MAP-113,,Yes,BHLAS
BHE-032,BHE,5,42.878,-78.901,2018-04-27 12:25:00,2018-10-10 17:10:00,VR2T,69,480433,MAP-113,,Yes,BHLAS
BHE-083,BHE,2,42.875,-78.907,2018-04-27 12:31:00,2018-11-01 15:15:00,VR2W,69,128099,MAP-113,,Yes,BHLAS
BHE-086,BHE,2,42.88,-78.907,2018-04-27 12:39:00,2018-10-10 17:25:00,VR2W,69,124293,MAP-113,,Yes,BHLAS
BHE-090,BHE,3,42.886,-78.919,2018-04-27 13:22:00,2018-10-25 13:32:00,VR2T,69,481162,MAP-113,,Yes,BHLAS
BHE-103,BHE,1,42.886,-78.899,2018-05-16 12:31:00,2018-10-10 18:54:00,VR2W,69,128102,MAP-113,,Yes,BHLAS
BHE-102,BHE,1,42.879,-78.897,2018-05-16 12:36:00,2018-10-10 19:50:00,VR2W,69,127868,MAP-113,,Yes,BHLAS
BHE-101,BHE,1,42.875,-78.894,2018-05-16 12:39:00,2018-10-10 19:32:00,VR2W,69,127873,MAP-113,,Yes,BHLAS
BHE-005,BHE,8,42.838,-78.884,2019-05-07 17:37:00,2019-10-09 15:40:00,VR2T,69,481162,MAP-113,,Yes,BHLAS
BHE-018,BHE,6,42.854,-78.884,2019-05-07 17:55:00,2019-10-09 15:20:00,VR2T,69,481363,MAP-114,,Yes,BHLAS
BHE-022,BHE,7,42.862,-78.902,2019-05-07 18:09:00,2019-10-09 18:08:00,VR2T,69,480434,MAP-113,,Yes,BHLAS
BHE-010,BHE,6,42.846,-78.902,2019-05-07 18:20:00,2019-10-09 14:51:00,VR2T,69,480668,MAP-113,,Yes,BHLAS
BHE-002,BHE,8,42.839,-78.921,2019-05-07 18:32:00,2019-10-09 13:39:00,VR2T,69,481163,MAP-113,,Yes,BHLAS
BHE-007,BHE,5,42.847,-78.939,2019-05-07 18:45:00,2019-10-09 13:50:00,VR2T,69,481164,MAP-113,,Yes,BHLAS
BHE-015,BHE,5,42.854,-78.92,2019-05-07 18:55:00,2019-10-09 14:16:00,VR2T,69,480666,MAP-113,,Yes,BHLAS
BHE-103,BHE,2,42.886,-78.899,2019-05-08 13:10:00,2019-10-09 16:59:00,VR2T,69,480671,MAP-113,,Yes,BHLAS
BHE-033,BHE,6,42.889,-78.911,2019-05-08 13:22:00,2019-10-09 17:18:00,VR2T,69,481361,MAP-114,,Yes,BHLAS
BHE-029,BHE,7,42.878,-78.938,2019-05-08 13:33:00,2019-10-09 17:24:00,VR2T,69,481166,MAP-113,,Yes,BHLAS
BHE-026,BHE,7,42.87,-78.92,2019-05-08 13:46:00,2019-10-09 17:57:00,VR2T,69,480669,MAP-113,,Yes,BHLAS
BHE-019,BHE,7,42.863,-78.938,2019-05-08 13:57:00,2019-10-09 14:02:00,VR2T,69,480672,MAP-113,,Yes,BHLAS
BHE-101,BHE,2,42.875,-78.894,2019-05-08 14:20:00,2019-10-08 19:54:00,VR2T,69,480670,MAP-113,,Yes,BHLAS
BHE-032,BHE,6,42.878,-78.901,2019-05-21 17:25:00,2019-10-09 18:30:00,VR2T,69,480433,MAP-113,,Yes,BHLAS
BHE-103,BHE,3,42.886,-78.899,2021-04-26 15:50:00,2021-10-14 17:15:00,VR2T,69,480670,MAP-113,,Yes,BHLAS
BHE-101,BHE,3,42.875,-78.894,2021-04-26 16:01:00,2021-10-14 16:10:00,VR2T,69,480672,MAP-113,,Yes,BHLAS
